Year,Q1,Q2,Q3,Q4,citymarketid_1,citymarketid_2,city1,city2,fare1,fare2,fare3,fare4
2017,1,2,3,4,30466,31884,"Phoenix, AZ","Spokane, WA",202.4,214.82,207.3,191.54
2015,1,2,3,4,31650,34100,"Minneapolis/St. Paul, MN","Philadelphia, PA",369.15,305.97,230.63,230.43
2015,1,2,3,4,32337,31454,"Indianapolis, IN","Orlando, FL",179.03,169.18,160.36,168.26
2015,1,2,3,4,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",156.7,170.18,162.47,162.24
2015,1,2,3,4,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",240.49,246.62,264.57,257.17
2015,1,2,3,4,32467,34614,"Miami, FL (Metropolitan Area)","Salt Lake City, UT",317.22,273.92,259.94,281.89
2015,1,2,3,4,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",289.71,224.14,202.34,209.15
2015,1,2,3,4,34570,30559,"Reno, NV","Seattle, WA",146.74,160.6,175.38,162.22
2015,1,2,3,4,33105,32211,"Cincinnati, OH","Las Vegas, NV",214.72,178.76,168.13,152.01
2015,1,2,3,4,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",291.45,291.58,284.45,280.44
2015,1,2,3,4,30977,31871,"Chicago, IL","Greenville/Spartanburg, SC",179.6,189.67,194.56,184.01
2015,1,2,3,4,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",230.48,211.16,198.17,196.76
2015,1,2,3,4,34100,32457,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",387.37,366.51,357.71,352.41
2015,1,2,3,4,32337,32467,"Indianapolis, IN","Miami, FL (Metropolitan Area)",219.86,193.1,172.14,186.22
2015,1,2,3,4,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",173.87,176.13,168.24,173.54
2015,1,2,3,4,31057,30559,"Charlotte, NC","Seattle, WA",364.31,340.29,329.73,319.31
2015,1,2,3,4,31703,33851,"New York City, NY (Metropolitan Area)","Oklahoma City, OK",283.14,282.65,281.6,259.92
2015,1,2,3,4,30325,30693,"Denver, CO","Nashville, TN",180.01,179.59,176.01,171.25
2015,1,2,3,4,30977,34653,"Chicago, IL","Tulsa, OK",219.45,237.26,243.48,221.98
2015,1,2,3,4,32448,30852,"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",242.89,249.78,238.74,219.34
2015,1,2,3,4,30666,32211,"Bellingham, WA","Las Vegas, NV",110.62,114.55,97.54,103.78
2015,1,2,3,4,30325,33851,"Denver, CO","Oklahoma City, OK",145.85,162.34,169.51,160.48
2015,1,2,3,4,30325,33192,"Denver, CO","Sacramento, CA",209.39,213.58,221.97,220.28
2015,1,2,3,4,32457,30852,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",361.22,351.25,349.77,348.56
2015,1,2,3,4,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",167.22,183.4,173.76,169.21
2015,1,2,3,4,32211,30198,"Las Vegas, NV","Pittsburgh, PA",253.5,234.95,236.3,234.66
2015,1,2,3,4,30599,31454,"Birmingham, AL","Orlando, FL",169.64,171.16,172.31,171.05
2015,1,2,3,4,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",361.05,352.56,353.96,325.17
2015,1,2,3,4,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",253.47,237.98,240.9,233.37
2015,1,2,3,4,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",239.16,229.66,231.15,217.58
2015,1,2,3,4,33244,32457,"Memphis, TN","San Francisco, CA (Metropolitan Area)",330.23,313.26,310.65,307.73
2015,1,2,3,4,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",170.81,169.43,172.39,166.3
2015,1,2,3,4,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",235.95,241.12,250.34,213.12
2015,1,2,3,4,31703,34576,"New York City, NY (Metropolitan Area)","Rochester, NY",156.06,170.91,173.68,144.09
2015,1,2,3,4,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",341.8,344.77,345.22,341.54
2015,1,2,3,4,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",224.44,225.85,217.49,202.9
2015,1,2,3,4,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",168.8,176.68,167.96,161.05
2015,1,2,3,4,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",139.44,149.87,151.07,143.77
2015,1,2,3,4,30693,33214,"Nashville, TN","San Antonio, TX",219.43,225.65,222.56,214.07
2015,1,2,3,4,30559,30436,"Seattle, WA","Tucson, AZ",189.73,193.91,202.99,201.9
2015,1,2,3,4,30397,31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",309.99,281.81,281.48,263.44
2015,1,2,3,4,30325,30198,"Denver, CO","Pittsburgh, PA",257.88,256.34,250.72,246.55
2015,1,2,3,4,31650,34614,"Minneapolis/St. Paul, MN","Salt Lake City, UT",322.18,297.05,303.86,290.92
2015,1,2,3,4,31714,32337,"Fort Myers, FL","Indianapolis, IN",197.21,179.79,167.03,205.92
2015,1,2,3,4,31986,30852,"Grand Rapids, MI","Washington, DC (Metropolitan Area)",189.82,192.47,180.8,169.44
2015,1,2,3,4,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",354.11,369.51,345.91,344.47
2015,1,2,3,4,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",320.25,312.81,317.14,293.87
2015,1,2,3,4,32211,30852,"Las Vegas, NV","Washington, DC (Metropolitan Area)",207.91,207.14,199.05,211.75
2015,1,2,3,4,30325,33214,"Denver, CO","San Antonio, TX",196.88,189.06,196.22,190.48
2015,1,2,3,4,30397,30198,"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",194.15,194.21,197.17,189.04
2015,1,2,3,4,31714,34100,"Fort Myers, FL","Philadelphia, PA",201.0,212.87,217.9,202.81
2015,1,2,3,4,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",225.7,236.0,237.22,204.09
2015,1,2,3,4,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",197.26,202.56,204.75,195.08
2015,1,2,3,4,31057,32337,"Charlotte, NC","Indianapolis, IN",242.67,242.11,243.88,218.58
2015,1,2,3,4,31703,34027,"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",222.07,199.85,183.68,202.5
2015,1,2,3,4,30325,33198,"Denver, CO","Kansas City, MO",154.45,161.77,166.04,168.6
2015,1,2,3,4,30140,32211,"Albuquerque, NM","Las Vegas, NV",169.5,170.28,174.7,164.24
2015,1,2,3,4,31703,34653,"New York City, NY (Metropolitan Area)","Tulsa, OK",291.24,290.41,275.86,274.77
2015,1,2,3,4,31295,33214,"Detroit, MI","San Antonio, TX",309.47,291.81,303.97,294.46
2015,1,2,3,4,31057,31295,"Charlotte, NC","Detroit, MI",310.39,304.76,304.92,276.12
2015,1,2,3,4,30693,30852,"Nashville, TN","Washington, DC (Metropolitan Area)",207.33,215.99,211.34,191.58
2015,1,2,3,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",313.54,279.68,256.85,246.6
2015,1,2,3,4,31057,31123,"Charlotte, NC","St. Louis, MO",259.79,249.67,256.21,233.58
2015,1,2,3,4,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",220.0,219.48,208.05,200.24
2015,1,2,3,4,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",221.51,223.17,223.21,214.5
2015,1,2,3,4,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",158.2,151.08,143.88,159.23
2015,1,2,3,4,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",341.32,333.71,318.26,297.04
2015,1,2,3,4,33198,33495,"Kansas City, MO","New Orleans, LA",190.17,194.15,182.01,187.5
2015,1,2,3,4,32337,32211,"Indianapolis, IN","Las Vegas, NV",232.98,214.45,206.66,206.32
2015,1,2,3,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",249.4,254.05,242.97,222.07
2015,1,2,3,4,30977,32070,"Chicago, IL","Harrisburg, PA",254.79,281.51,279.14,258.72
2015,1,2,3,4,31454,35356,"Orlando, FL","Trenton, NJ",120.85,122.53,117.36,120.55
2015,1,2,3,4,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",347.47,341.02,292.95,226.95
2015,1,2,3,4,31453,33244,"Houston, TX","Memphis, TN",205.55,210.05,204.92,200.55
2015,1,2,3,4,34057,31884,"Portland, OR","Spokane, WA",117.72,131.66,127.58,132.81
2015,1,2,3,4,30325,31453,"Denver, CO","Houston, TX",214.57,223.72,212.91,210.43
2015,1,2,3,4,32211,33244,"Las Vegas, NV","Memphis, TN",270.43,210.9,189.15,201.24
2015,1,2,3,4,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",153.39,160.8,155.09,161.62
2015,1,2,3,4,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",369.58,337.88,345.88,332.22
2015,1,2,3,4,30140,31453,"Albuquerque, NM","Houston, TX",232.31,237.12,230.61,231.65
2015,1,2,3,4,31057,32457,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",391.24,363.6,358.16,335.56
2015,1,2,3,4,30977,30852,"Chicago, IL","Washington, DC (Metropolitan Area)",203.91,205.44,181.12,175.79
2015,1,2,3,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",194.21,173.94,174.65,176.15
2015,1,2,3,4,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",222.55,208.9,197.23,198.61
2015,1,2,3,4,30977,30436,"Chicago, IL","Tucson, AZ",269.67,271.81,271.73,252.76
2015,1,2,3,4,30693,33195,"Nashville, TN","Tampa, FL (Metropolitan Area)",218.97,222.76,227.16,216.93
2015,1,2,3,4,33198,33214,"Kansas City, MO","San Antonio, TX",233.73,242.86,240.81,245.58
2015,1,2,3,4,33044,33195,"Louisville, KY","Tampa, FL (Metropolitan Area)",190.06,189.49,187.44,199.32
2015,1,2,3,4,32337,34100,"Indianapolis, IN","Philadelphia, PA",267.24,289.26,271.39,244.23
2015,1,2,3,4,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",178.18,184.29,205.28,187.12
2015,1,2,3,4,34057,34570,"Portland, OR","Reno, NV",143.79,163.01,174.35,155.68
2015,1,2,3,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",284.66,271.99,246.22,250.28
2015,1,2,3,4,30325,31123,"Denver, CO","St. Louis, MO",182.66,183.91,185.74,176.99
2015,1,2,3,4,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",175.36,179.28,179.86,175.48
2015,1,2,3,4,32211,34716,"Las Vegas, NV","Stockton, CA",90.55,93.29,88.94,86.64
2015,1,2,3,4,30977,34492,"Chicago, IL","Raleigh/Durham, NC",202.28,185.79,147.79,170.13
2015,1,2,3,4,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",282.64,240.04,224.52,214.58
2015,1,2,3,4,33316,32457,"Omaha, NE","San Francisco, CA (Metropolitan Area)",289.07,274.22,262.71,289.67
2015,1,2,3,4,33044,31454,"Louisville, KY","Orlando, FL",178.84,176.41,173.74,191.72
2015,1,2,3,4,30647,33195,"Cleveland, OH (Metropolitan Area)","Tampa, FL (Metropolitan Area)",147.5,153.07,137.02,135.8
2015,1,2,3,4,30647,32457,"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",313.82,318.95,306.34,297.7
2015,1,2,3,4,32211,33342,"Las Vegas, NV","Milwaukee, WI",228.11,223.74,237.16,203.41
2015,1,2,3,4,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",259.27,260.3,260.95,239.24
2015,1,2,3,4,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",284.97,248.28,240.56,253.36
2015,1,2,3,4,30194,33316,"Dallas/Fort Worth, TX","Omaha, NE",253.14,249.43,213.27,207.16
2015,1,2,3,4,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",100.48,106.99,103.43,98.61
2015,1,2,3,4,32467,30693,"Miami, FL (Metropolitan Area)","Nashville, TN",263.81,247.98,251.61,229.09
2015,1,2,3,4,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",320.66,295.43,272.48,268.34
2015,1,2,3,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",345.62,319.55,321.46,310.63
2015,1,2,3,4,31057,33342,"Charlotte, NC","Milwaukee, WI",249.04,243.48,236.2,212.2
2015,1,2,3,4,31714,31650,"Fort Myers, FL","Minneapolis/St. Paul, MN",205.07,199.43,205.06,208.69
2015,1,2,3,4,31453,30466,"Houston, TX","Phoenix, AZ",229.51,206.22,164.07,186.59
2015,1,2,3,4,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",201.33,206.18,189.21,177.4
2015,1,2,3,4,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",215.0,205.8,203.04,215.48
2015,1,2,3,4,31295,33495,"Detroit, MI","New Orleans, LA",195.38,193.94,164.56,181.76
2015,1,2,3,4,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",306.48,279.02,257.44,262.51
2015,1,2,3,4,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",161.9,153.03,172.14,172.41
2015,1,2,3,4,33214,31123,"San Antonio, TX","St. Louis, MO",243.4,248.66,239.01,214.3
2015,1,2,3,4,32467,35096,"Miami, FL (Metropolitan Area)","Syracuse, NY",231.72,182.15,166.03,171.64
2015,1,2,3,4,30423,30466,"Austin, TX","Phoenix, AZ",232.26,224.84,211.46,218.44
2015,1,2,3,4,30397,34492,"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",204.78,213.42,216.82,189.33
2015,1,2,3,4,30994,31703,"Charleston, SC","New York City, NY (Metropolitan Area)",162.68,184.24,170.06,171.9
2015,1,2,3,4,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",310.9,296.99,284.61,299.88
2015,1,2,3,4,31295,30466,"Detroit, MI","Phoenix, AZ",284.1,276.96,275.96,265.98
2015,1,2,3,4,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",194.62,197.44,204.5,192.17
2015,1,2,3,4,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",171.77,189.98,186.35,179.98
2015,1,2,3,4,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",336.63,317.13,307.07,309.49
2015,1,2,3,4,30977,30615,"Chicago, IL","El Paso, TX",232.86,252.3,250.12,251.93
2015,1,2,3,4,31057,31650,"Charlotte, NC","Minneapolis/St. Paul, MN",335.09,316.59,319.09,282.39
2015,1,2,3,4,30423,30559,"Austin, TX","Seattle, WA",250.62,253.07,240.57,223.18
2015,1,2,3,4,31454,33570,"Orlando, FL","San Diego, CA",236.16,233.36,224.79,245.32
2015,1,2,3,4,33570,31884,"San Diego, CA","Spokane, WA",182.39,187.27,185.85,188.43
2015,1,2,3,4,30423,33570,"Austin, TX","San Diego, CA",244.6,236.75,244.67,238.15
2015,1,2,3,4,34614,30559,"Salt Lake City, UT","Seattle, WA",189.14,191.53,198.04,194.39
2015,1,2,3,4,31650,34057,"Minneapolis/St. Paul, MN","Portland, OR",307.33,280.72,284.41,262.27
2015,1,2,3,4,31453,32467,"Houston, TX","Miami, FL (Metropolitan Area)",230.64,201.03,186.22,175.51
2015,1,2,3,4,30423,31057,"Austin, TX","Charlotte, NC",298.92,287.55,266.29,260.24
2015,1,2,3,4,30423,34057,"Austin, TX","Portland, OR",263.82,246.95,235.16,242.27
2015,1,2,3,4,31453,30693,"Houston, TX","Nashville, TN",231.83,250.04,248.38,237.02
2015,1,2,3,4,34100,33570,"Philadelphia, PA","San Diego, CA",332.27,321.25,306.35,294.83
2015,1,2,3,4,33316,31123,"Omaha, NE","St. Louis, MO",166.93,169.39,170.73,168.92
2015,1,2,3,4,33495,33214,"New Orleans, LA","San Antonio, TX",205.53,206.13,198.9,195.83
2015,1,2,3,4,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",155.52,152.53,155.21,146.48
2015,1,2,3,4,31453,31454,"Houston, TX","Orlando, FL",211.87,193.89,192.61,194.26
2015,1,2,3,4,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",268.5,258.91,272.7,262.67
2015,1,2,3,4,33342,30559,"Milwaukee, WI","Seattle, WA",224.03,221.18,223.49,213.72
2015,1,2,3,4,31295,34614,"Detroit, MI","Salt Lake City, UT",342.59,320.45,310.84,326.7
2015,1,2,3,4,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",198.84,198.93,195.48,188.32
2015,1,2,3,4,32337,30852,"Indianapolis, IN","Washington, DC (Metropolitan Area)",186.72,203.26,198.16,176.48
2015,1,2,3,4,31453,34100,"Houston, TX","Philadelphia, PA",369.02,280.47,228.49,236.73
2015,1,2,3,4,33342,34100,"Milwaukee, WI","Philadelphia, PA",269.23,264.43,243.16,229.05
2015,1,2,3,4,31454,35096,"Orlando, FL","Syracuse, NY",197.94,192.51,186.29,181.2
2015,1,2,3,4,30559,31123,"Seattle, WA","St. Louis, MO",243.15,251.35,250.54,234.89
2015,1,2,3,4,31136,30852,"Jacksonville, FL","Washington, DC (Metropolitan Area)",162.52,164.5,156.72,159.63
2015,1,2,3,4,34100,30559,"Philadelphia, PA","Seattle, WA",292.35,294.41,277.21,294.33
2015,1,2,3,4,30693,30198,"Nashville, TN","Pittsburgh, PA",180.43,192.68,190.82,177.89
2015,1,2,3,4,31650,33195,"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",182.49,202.46,221.18,205.39
2015,1,2,3,4,31057,31453,"Charlotte, NC","Houston, TX",262.62,261.73,250.58,226.85
2015,1,2,3,4,30792,30466,"Buffalo, NY","Phoenix, AZ",249.37,235.53,228.89,224.72
2015,1,2,3,4,34685,30852,"Savannah, GA","Washington, DC (Metropolitan Area)",218.17,235.98,222.72,226.61
2015,1,2,3,4,30397,31650,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",263.65,234.67,233.77,232.16
2015,1,2,3,4,30599,30977,"Birmingham, AL","Chicago, IL",206.07,209.52,215.8,207.37
2015,1,2,3,4,30615,32211,"El Paso, TX","Las Vegas, NV",196.8,204.0,208.5,202.73
2015,1,2,3,4,33198,33570,"Kansas City, MO","San Diego, CA",261.29,251.05,259.87,254.65
2015,1,2,3,4,31453,34653,"Houston, TX","Tulsa, OK",223.79,225.66,235.63,223.06
2015,1,2,3,4,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",178.56,159.62,151.0,150.01
2015,1,2,3,4,32337,33570,"Indianapolis, IN","San Diego, CA",286.69,272.36,287.28,293.57
2015,1,2,3,4,32457,30559,"San Francisco, CA (Metropolitan Area)","Seattle, WA",143.79,150.09,162.51,156.64
2015,1,2,3,4,32211,33570,"Las Vegas, NV","San Diego, CA",135.54,135.11,140.84,136.81
2015,1,2,3,4,30466,30198,"Phoenix, AZ","Pittsburgh, PA",278.79,267.36,275.46,261.42
2015,1,2,3,4,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",299.54,216.36,195.82,182.5
2015,1,2,3,4,32211,31884,"Las Vegas, NV","Spokane, WA",186.08,185.83,189.88,179.27
2015,1,2,3,4,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",288.17,283.75,278.33,264.0
2015,1,2,3,4,30325,34614,"Denver, CO","Salt Lake City, UT",149.05,156.77,149.62,143.0
2015,1,2,3,4,34100,34027,"Philadelphia, PA","West Palm Beach/Palm Beach, FL",204.21,206.29,198.31,192.35
2015,1,2,3,4,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",246.37,252.59,238.41,253.59
2015,1,2,3,4,31986,30466,"Grand Rapids, MI","Phoenix, AZ",227.98,214.47,206.2,223.43
2015,1,2,3,4,31453,32337,"Houston, TX","Indianapolis, IN",226.96,222.98,217.0,209.27
2015,1,2,3,4,32211,33495,"Las Vegas, NV","New Orleans, LA",241.52,236.55,223.35,212.38
2015,1,2,3,4,31703,33316,"New York City, NY (Metropolitan Area)","Omaha, NE",276.98,303.42,274.96,251.25
2015,1,2,3,4,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",243.03,249.63,246.92,224.91
2015,1,2,3,4,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",122.99,137.15,136.55,147.85
2015,1,2,3,4,31454,33192,"Orlando, FL","Sacramento, CA",307.67,299.53,288.47,287.53
2015,1,2,3,4,30994,34100,"Charleston, SC","Philadelphia, PA",260.39,252.43,215.66,218.93
2015,1,2,3,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",308.25,325.22,315.96,316.44
2015,1,2,3,4,30466,34492,"Phoenix, AZ","Raleigh/Durham, NC",286.88,266.29,245.16,245.13
2015,1,2,3,4,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",159.73,155.06,160.84,155.1
2015,1,2,3,4,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",270.96,275.14,253.6,254.17
2015,1,2,3,4,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",116.2,138.83,137.71,117.46
2015,1,2,3,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",225.19,226.21,229.12,211.78
2015,1,2,3,4,30257,30977,"Albany, NY","Chicago, IL",246.15,262.96,268.82,233.9
2015,1,2,3,4,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",218.81,219.4,209.43,196.09
2015,1,2,3,4,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",387.78,374.22,378.52,352.75
2015,1,2,3,4,30977,30693,"Chicago, IL","Nashville, TN",198.88,209.46,201.63,196.37
2015,1,2,3,4,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",227.96,186.03,154.52,156.94
2015,1,2,3,4,31057,33244,"Charlotte, NC","Memphis, TN",243.36,246.25,249.98,237.89
2015,1,2,3,4,34614,33570,"Salt Lake City, UT","San Diego, CA",142.31,142.05,154.15,164.4
2015,1,2,3,4,30397,33044,"Atlanta, GA (Metropolitan Area)","Louisville, KY",254.79,260.83,252.09,244.07
2015,1,2,3,4,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",172.44,169.12,164.4,180.39
2015,1,2,3,4,31453,33158,"Houston, TX","Midland/Odessa, TX",243.92,244.86,257.95,244.06
2015,1,2,3,4,33342,32457,"Milwaukee, WI","San Francisco, CA (Metropolitan Area)",232.78,230.24,231.96,235.14
2015,1,2,3,4,33244,31454,"Memphis, TN","Orlando, FL",187.76,174.38,170.84,179.8
2015,1,2,3,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",241.79,238.76,212.08,213.4
2015,1,2,3,4,31650,30466,"Minneapolis/St. Paul, MN","Phoenix, AZ",181.82,181.82,200.81,178.33
2015,1,2,3,4,30325,33316,"Denver, CO","Omaha, NE",150.6,161.79,162.15,167.0
2015,1,2,3,4,30423,30615,"Austin, TX","El Paso, TX",196.61,198.29,211.37,204.88
2015,1,2,3,4,31136,32575,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",342.4,325.99,326.14,322.67
2015,1,2,3,4,30647,31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",146.64,143.29,131.42,131.84
2015,1,2,3,4,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",244.93,238.34,229.43,206.02
2015,1,2,3,4,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",201.44,205.07,164.39,174.88
2015,1,2,3,4,30423,30977,"Austin, TX","Chicago, IL",257.13,225.17,177.4,214.21
2015,1,2,3,4,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",204.7,189.91,182.4,187.73
2015,1,2,3,4,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",188.88,185.3,184.79,173.77
2015,1,2,3,4,33198,30693,"Kansas City, MO","Nashville, TN",187.57,191.53,191.23,187.26
2015,1,2,3,4,30325,33044,"Denver, CO","Louisville, KY",227.11,253.25,242.81,229.74
2015,1,2,3,4,30397,35356,"Atlanta, GA (Metropolitan Area)","Trenton, NJ",89.65,82.8,94.42,98.54
2015,1,2,3,4,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",308.7,308.09,299.09,303.66
2015,1,2,3,4,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",278.49,284.76,273.83,245.76
2015,1,2,3,4,31454,30852,"Orlando, FL","Washington, DC (Metropolitan Area)",165.19,158.98,154.23,154.01
2015,1,2,3,4,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",273.67,270.37,273.2,208.11
2015,1,2,3,4,32211,34492,"Las Vegas, NV","Raleigh/Durham, NC",273.03,267.18,255.8,245.12
2015,1,2,3,4,30397,30423,"Atlanta, GA (Metropolitan Area)","Austin, TX",208.08,168.48,170.89,179.72
2015,1,2,3,4,30559,33195,"Seattle, WA","Tampa, FL (Metropolitan Area)",257.73,270.12,269.66,265.55
2015,1,2,3,4,30977,32600,"Chicago, IL","Little Rock, AR",208.47,230.3,234.14,221.28
2015,1,2,3,4,34576,30852,"Rochester, NY","Washington, DC (Metropolitan Area)",173.91,171.43,188.23,169.61
2015,1,2,3,4,30466,34057,"Phoenix, AZ","Portland, OR",204.18,188.43,191.77,181.79
