Year,Q1,Q2,Q3,Q4,citymarketid_1,citymarketid_2,city1,city2,fare1,fare2,fare3,fare4
2015,1,2,3,4,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",241.44,259.54,234.23,229.31
2015,1,2,3,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",231.65,212.85,186.77,181.3
2015,1,2,3,4,31057,33570,"Charlotte, NC","San Diego, CA",362.98,338.92,321.4,302.56
2015,1,2,3,4,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",343.68,340.25,319.63,333.73
2015,1,2,3,4,33316,30852,"Omaha, NE","Washington, DC (Metropolitan Area)",237.7,240.51,234.08,220.01
2015,1,2,3,4,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",177.2,172.9,173.43,170.54
2015,1,2,3,4,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",169.67,168.71,169.9,162.31
2015,1,2,3,4,31453,33495,"Houston, TX","New Orleans, LA",193.14,202.33,195.99,183.45
2015,1,2,3,4,31703,30852,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",213.45,231.65,218.08,205.26
2015,1,2,3,4,34492,34614,"Raleigh/Durham, NC","Salt Lake City, UT",289.33,265.21,269.12,261.15
2015,1,2,3,4,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",190.84,206.6,201.1,198.1
2015,1,2,3,4,30977,31066,"Chicago, IL","Columbus, OH",181.51,187.49,189.34,176.15
2015,1,2,3,4,30647,30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",209.7,223.03,206.61,186.81
2015,1,2,3,4,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",227.58,219.53,225.09,213.6
2015,1,2,3,4,34100,31123,"Philadelphia, PA","St. Louis, MO",237.72,237.82,230.65,212.18
2015,1,2,3,4,30423,31650,"Austin, TX","Minneapolis/St. Paul, MN",320.74,304.67,289.39,299.06
2015,1,2,3,4,30615,33214,"El Paso, TX","San Antonio, TX",188.04,189.29,199.71,188.55
2015,1,2,3,4,31703,34614,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",377.01,312.57,327.62,328.09
2015,1,2,3,4,30977,32467,"Chicago, IL","Miami, FL (Metropolitan Area)",211.77,184.94,157.28,180.73
2015,1,2,3,4,32337,33198,"Indianapolis, IN","Kansas City, MO",190.0,190.29,194.59,175.45
2015,1,2,3,4,30257,31454,"Albany, NY","Orlando, FL",197.36,196.18,192.28,177.7
2015,1,2,3,4,33214,32457,"San Antonio, TX","San Francisco, CA (Metropolitan Area)",302.87,293.13,290.83,262.57
2015,1,2,3,4,33495,30559,"New Orleans, LA","Seattle, WA",249.39,263.61,236.78,241.08
2015,1,2,3,4,30466,33214,"Phoenix, AZ","San Antonio, TX",225.4,218.41,216.98,205.24
2015,1,2,3,4,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",146.52,146.38,155.47,140.22
2015,1,2,3,4,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",176.33,181.49,186.81,176.58
2015,1,2,3,4,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",196.95,175.47,155.22,153.02
2015,1,2,3,4,30397,33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",184.32,171.49,156.47,162.71
2015,1,2,3,4,34057,33570,"Portland, OR","San Diego, CA",153.28,158.26,161.02,160.11
2015,1,2,3,4,30194,33851,"Dallas/Fort Worth, TX","Oklahoma City, OK",190.17,190.18,186.14,175.37
2015,1,2,3,4,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",355.83,338.14,300.4,284.21
2015,1,2,3,4,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",238.73,243.09,238.8,220.25
2015,1,2,3,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",146.4,174.23,167.16,161.27
2015,1,2,3,4,30397,31136,"Atlanta, GA (Metropolitan Area)","Jacksonville, FL",193.26,190.25,201.61,184.47
2015,1,2,3,4,33198,31454,"Kansas City, MO","Orlando, FL",210.63,195.05,194.1,203.48
2015,1,2,3,4,31267,32575,"Dayton, OH","Los Angeles, CA (Metropolitan Area)",323.54,314.65,312.11,311.8
2015,1,2,3,4,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",242.16,227.21,203.07,188.29
2015,1,2,3,4,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",255.86,253.97,271.61,246.9
2015,1,2,3,4,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",202.29,206.32,187.94,204.82
2015,1,2,3,4,33105,34100,"Cincinnati, OH","Philadelphia, PA",327.56,311.05,320.75,306.34
2015,1,2,3,4,32206,31453,"Harlingen/San Benito, TX","Houston, TX",161.73,169.27,175.38,164.19
2015,1,2,3,4,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",168.23,164.56,172.61,172.99
2015,1,2,3,4,31638,30559,"Fresno, CA","Seattle, WA",165.0,180.99,201.34,187.31
2015,1,2,3,4,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",291.62,282.78,262.95,257.62
2015,1,2,3,4,33495,31123,"New Orleans, LA","St. Louis, MO",224.21,232.67,225.78,214.93
2015,1,2,3,4,33851,30466,"Oklahoma City, OK","Phoenix, AZ",260.48,259.41,262.31,249.12
2015,1,2,3,4,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",161.85,156.82,158.22,154.99
2015,1,2,3,4,31295,32211,"Detroit, MI","Las Vegas, NV",201.64,202.56,190.04,200.01
2015,1,2,3,4,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",219.09,225.22,240.15,234.23
2015,1,2,3,4,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",191.44,197.92,201.93,170.9
2015,1,2,3,4,30325,33195,"Denver, CO","Tampa, FL (Metropolitan Area)",219.43,215.12,201.44,211.61
2015,1,2,3,4,33214,33195,"San Antonio, TX","Tampa, FL (Metropolitan Area)",218.24,209.31,197.13,198.82
2015,1,2,3,4,30713,30559,"Boise, ID","Seattle, WA",141.52,130.68,125.26,136.29
2015,1,2,3,4,30397,33570,"Atlanta, GA (Metropolitan Area)","San Diego, CA",307.32,292.37,277.44,280.83
2015,1,2,3,4,30140,31454,"Albuquerque, NM","Orlando, FL",270.2,224.93,224.74,261.0
2015,1,2,3,4,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",286.98,258.74,262.03,255.82
2015,1,2,3,4,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",270.93,260.88,279.35,258.16
2015,1,2,3,4,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",305.79,292.21,270.03,254.07
2015,1,2,3,4,31057,33198,"Charlotte, NC","Kansas City, MO",253.69,249.23,246.76,229.73
2015,1,2,3,4,33105,30466,"Cincinnati, OH","Phoenix, AZ",223.94,220.3,237.11,266.36
2015,1,2,3,4,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",232.24,230.52,236.41,242.09
2015,1,2,3,4,33342,33570,"Milwaukee, WI","San Diego, CA",257.09,238.76,243.78,249.32
2015,1,2,3,4,30647,31123,"Cleveland, OH (Metropolitan Area)","St. Louis, MO",231.11,239.42,229.98,213.89
2015,1,2,3,4,33316,33570,"Omaha, NE","San Diego, CA",207.24,226.12,221.78,250.12
2015,1,2,3,4,30977,34524,"Chicago, IL","Richmond, VA",341.98,334.64,320.88,302.35
2015,1,2,3,4,31454,32457,"Orlando, FL","San Francisco, CA (Metropolitan Area)",304.32,305.01,289.45,300.79
2015,1,2,3,4,30693,30466,"Nashville, TN","Phoenix, AZ",284.13,275.28,276.88,267.97
2015,1,2,3,4,31057,33495,"Charlotte, NC","New Orleans, LA",244.69,241.27,224.74,226.25
2015,1,2,3,4,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",323.85,306.12,300.23,293.62
2015,1,2,3,4,30599,30194,"Birmingham, AL","Dallas/Fort Worth, TX",231.39,245.24,228.02,227.79
2015,1,2,3,4,30529,33195,"Hartford, CT","Tampa, FL (Metropolitan Area)",169.48,167.54,157.02,172.36
2015,1,2,3,4,32467,30466,"Miami, FL (Metropolitan Area)","Phoenix, AZ",284.11,251.34,271.85,269.44
2015,1,2,3,4,31267,30852,"Dayton, OH","Washington, DC (Metropolitan Area)",173.91,179.17,180.15,173.11
2015,1,2,3,4,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",242.59,264.8,250.92,226.72
2015,1,2,3,4,31295,31714,"Detroit, MI","Fort Myers, FL",176.91,198.46,169.3,193.32
2015,1,2,3,4,30599,31453,"Birmingham, AL","Houston, TX",235.79,234.46,246.03,239.2
2015,1,2,3,4,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",182.67,190.32,195.16,184.82
2015,1,2,3,4,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",152.92,153.87,132.14,143.35
2015,1,2,3,4,32467,34524,"Miami, FL (Metropolitan Area)","Richmond, VA",173.49,180.83,165.83,191.62
2015,1,2,3,4,30647,32467,"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",198.21,157.22,136.1,154.26
2015,1,2,3,4,33198,34057,"Kansas City, MO","Portland, OR",231.52,226.41,228.84,212.73
2015,1,2,3,4,31057,32211,"Charlotte, NC","Las Vegas, NV",330.39,308.33,312.69,301.82
2015,1,2,3,4,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",265.55,262.1,257.6,269.49
2015,1,2,3,4,30647,31714,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",162.01,173.73,137.05,152.43
2015,1,2,3,4,34492,31123,"Raleigh/Durham, NC","St. Louis, MO",203.94,217.01,208.11,188.5
2015,1,2,3,4,31057,30693,"Charlotte, NC","Nashville, TN",261.67,272.68,278.64,265.06
2015,1,2,3,4,32211,30436,"Las Vegas, NV","Tucson, AZ",135.23,141.95,153.47,144.78
2015,1,2,3,4,31453,33851,"Houston, TX","Oklahoma City, OK",220.53,223.74,230.95,219.31
2015,1,2,3,4,30194,33256,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",179.69,187.84,194.12,196.82
2015,1,2,3,4,33192,33570,"Sacramento, CA","San Diego, CA",163.73,170.4,175.76,161.56
2015,1,2,3,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",274.68,262.9,272.83,272.51
2015,1,2,3,4,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",261.88,244.82,239.59,242.18
2015,1,2,3,4,32467,31650,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",232.74,247.39,268.43,240.75
2015,1,2,3,4,30693,31703,"Nashville, TN","New York City, NY (Metropolitan Area)",202.54,218.28,211.1,205.03
2015,1,2,3,4,31295,33570,"Detroit, MI","San Diego, CA",316.13,288.87,290.73,295.22
2015,1,2,3,4,34576,33195,"Rochester, NY","Tampa, FL (Metropolitan Area)",197.05,185.72,190.98,174.35
2015,1,2,3,4,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",172.03,168.72,172.99,168.42
2015,1,2,3,4,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",169.38,168.64,176.44,168.16
2015,1,2,3,4,30559,31884,"Seattle, WA","Spokane, WA",131.22,139.09,139.9,141.2
2015,1,2,3,4,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",225.35,203.82,192.21,208.72
2015,1,2,3,4,34492,32457,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",335.01,338.82,330.63,312.39
2015,1,2,3,4,30713,34057,"Boise, ID","Portland, OR",128.2,132.35,130.14,137.06
2015,1,2,3,4,33316,30466,"Omaha, NE","Phoenix, AZ",211.29,200.94,205.46,209.66
2015,1,2,3,4,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",214.36,216.87,200.97,172.12
2015,1,2,3,4,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",204.38,204.18,205.13,202.7
2015,1,2,3,4,30397,31295,"Atlanta, GA (Metropolitan Area)","Detroit, MI",230.07,217.58,209.44,192.94
2015,1,2,3,4,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",229.88,209.77,198.48,215.17
2015,1,2,3,4,30466,31123,"Phoenix, AZ","St. Louis, MO",234.41,229.54,226.13,230.67
2015,1,2,3,4,30325,33495,"Denver, CO","New Orleans, LA",180.91,180.95,158.03,168.48
2015,1,2,3,4,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",190.37,217.4,219.11,194.13
2015,1,2,3,4,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",295.38,306.86,272.67,255.06
2015,1,2,3,4,30713,31884,"Boise, ID","Spokane, WA",144.47,147.8,143.04,120.07
2015,1,2,3,4,33495,34100,"New Orleans, LA","Philadelphia, PA",260.71,268.49,244.67,248.09
2015,1,2,3,4,31267,31454,"Dayton, OH","Orlando, FL",168.42,164.87,155.54,168.29
2015,1,2,3,4,31453,30198,"Houston, TX","Pittsburgh, PA",321.44,303.93,291.28,251.35
2015,1,2,3,4,31295,34492,"Detroit, MI","Raleigh/Durham, NC",290.01,276.9,287.25,257.05
2015,1,2,3,4,30397,30559,"Atlanta, GA (Metropolitan Area)","Seattle, WA",355.75,323.88,306.25,288.95
2015,1,2,3,4,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",289.17,266.69,257.31,261.66
2015,1,2,3,4,30977,34614,"Chicago, IL","Salt Lake City, UT",230.66,209.37,207.14,196.14
2015,1,2,3,4,34100,30466,"Philadelphia, PA","Phoenix, AZ",297.83,279.34,282.89,266.62
2015,1,2,3,4,30977,34027,"Chicago, IL","West Palm Beach/Palm Beach, FL",212.11,203.36,193.21,211.86
2015,1,2,3,4,31650,34492,"Minneapolis/St. Paul, MN","Raleigh/Durham, NC",282.17,278.77,253.83,246.65
2015,1,2,3,4,30713,32211,"Boise, ID","Las Vegas, NV",156.03,145.12,155.96,152.73
2015,1,2,3,4,30977,33244,"Chicago, IL","Memphis, TN",185.03,198.51,198.98,182.37
2015,1,2,3,4,34100,30198,"Philadelphia, PA","Pittsburgh, PA",279.34,287.06,283.91,276.8
2015,1,2,3,4,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",137.23,141.73,137.65,134.34
2015,1,2,3,4,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",215.88,186.85,170.82,188.14
2015,1,2,3,4,30693,34100,"Nashville, TN","Philadelphia, PA",218.59,223.7,208.8,202.16
2015,1,2,3,4,30977,33198,"Chicago, IL","Kansas City, MO",167.13,177.94,183.98,177.62
2015,1,2,3,4,32211,32600,"Las Vegas, NV","Little Rock, AR",218.36,226.25,229.21,222.18
2015,1,2,3,4,34100,34614,"Philadelphia, PA","Salt Lake City, UT",345.37,341.35,328.4,324.46
2015,1,2,3,4,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",251.36,183.18,155.97,180.25
2015,1,2,3,4,31066,32211,"Columbus, OH","Las Vegas, NV",268.38,261.97,267.49,252.2
2015,1,2,3,4,33342,31454,"Milwaukee, WI","Orlando, FL",169.73,168.74,166.17,181.43
2015,1,2,3,4,30397,33214,"Atlanta, GA (Metropolitan Area)","San Antonio, TX",218.51,210.35,208.08,207.42
2015,1,2,3,4,31295,30529,"Detroit, MI","Hartford, CT",299.22,299.19,305.49,244.34
2015,1,2,3,4,30194,34614,"Dallas/Fort Worth, TX","Salt Lake City, UT",279.78,260.6,247.52,226.17
2015,1,2,3,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",267.27,273.99,272.1,277.15
2015,1,2,3,4,30423,31123,"Austin, TX","St. Louis, MO",223.25,224.8,199.27,197.52
2015,1,2,3,4,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",203.36,206.56,214.89,201.41
2015,1,2,3,4,31454,34614,"Orlando, FL","Salt Lake City, UT",244.43,210.2,212.17,219.59
2015,1,2,3,4,30977,32457,"Chicago, IL","San Francisco, CA (Metropolitan Area)",268.5,274.4,251.11,224.39
2015,1,2,3,4,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",194.23,189.24,184.3,175.71
2015,1,2,3,4,30325,33570,"Denver, CO","San Diego, CA",167.19,165.17,157.11,156.15
2015,1,2,3,4,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",284.98,266.26,226.75,187.9
2015,1,2,3,4,30977,33851,"Chicago, IL","Oklahoma City, OK",222.91,230.65,226.24,211.61
2015,1,2,3,4,30977,30928,"Chicago, IL","Wichita, KS",177.04,193.54,190.37,178.36
2015,1,2,3,4,32467,31123,"Miami, FL (Metropolitan Area)","St. Louis, MO",229.64,226.87,229.99,239.6
2015,1,2,3,4,30529,32211,"Hartford, CT","Las Vegas, NV",273.7,275.44,268.18,262.54
2015,1,2,3,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",286.63,273.91,267.8,282.5
2015,1,2,3,4,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",395.31,381.29,384.16,297.58
2015,1,2,3,4,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",221.78,247.96,226.04,237.27
2015,1,2,3,4,33044,34100,"Louisville, KY","Philadelphia, PA",245.67,271.6,258.33,238.46
2015,1,2,3,4,33342,30466,"Milwaukee, WI","Phoenix, AZ",221.26,212.9,213.11,219.68
2015,1,2,3,4,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",219.56,232.74,229.79,207.33
2015,1,2,3,4,31057,30852,"Charlotte, NC","Washington, DC (Metropolitan Area)",184.18,208.94,206.92,198.48
2015,1,2,3,4,30325,31295,"Denver, CO","Detroit, MI",172.96,181.81,192.65,176.82
2015,1,2,3,4,30140,30977,"Albuquerque, NM","Chicago, IL",263.51,257.47,270.05,251.39
2015,1,2,3,4,30423,31295,"Austin, TX","Detroit, MI",297.68,290.87,296.67,293.25
2015,1,2,3,4,30397,34057,"Atlanta, GA (Metropolitan Area)","Portland, OR",357.12,330.3,331.21,308.92
2015,1,2,3,4,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",214.39,212.94,208.16,204.48
2015,1,2,3,4,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",309.38,304.53,300.14,253.98
2015,1,2,3,4,31454,34100,"Orlando, FL","Philadelphia, PA",162.16,153.13,135.23,149.54
2015,1,2,3,4,30466,34614,"Phoenix, AZ","Salt Lake City, UT",155.27,175.91,195.97,185.56
2015,1,2,3,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",187.11,188.47,205.52,184.49
2015,1,2,3,4,32211,33192,"Las Vegas, NV","Sacramento, CA",169.48,172.85,178.58,174.94
2015,1,2,3,4,31703,34321,"New York City, NY (Metropolitan Area)","Portland, ME",195.7,187.39,210.17,167.35
2015,1,2,3,4,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",186.27,184.12,186.99,181.57
2015,1,2,3,4,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",230.29,227.95,232.51,220.01
2015,1,2,3,4,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",275.38,252.99,242.99,235.49
2015,1,2,3,4,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",179.26,175.31,158.96,147.41
2015,1,2,3,4,30792,30977,"Buffalo, NY","Chicago, IL",200.11,180.64,190.57,175.57
2015,1,2,3,4,31454,34524,"Orlando, FL","Richmond, VA",143.06,148.16,137.34,151.63
2015,1,2,3,4,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",327.08,300.47,287.07,296.35
2015,1,2,3,4,35096,30852,"Syracuse, NY","Washington, DC (Metropolitan Area)",200.66,195.79,204.82,200.04
2015,1,2,3,4,31453,33198,"Houston, TX","Kansas City, MO",194.76,189.45,181.85,192.68
2015,1,2,3,4,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",307.69,277.72,258.3,252.33
2015,1,2,3,4,31714,31703,"Fort Myers, FL","New York City, NY (Metropolitan Area)",201.36,195.37,179.98,210.17
2015,1,2,3,4,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",264.09,293.85,297.2,273.99
2015,1,2,3,4,30325,34057,"Denver, CO","Portland, OR",171.3,192.56,168.86,153.0
2015,1,2,3,4,31066,31714,"Columbus, OH","Fort Myers, FL",194.64,178.91,162.48,198.54
2015,1,2,3,4,30397,30792,"Atlanta, GA (Metropolitan Area)","Buffalo, NY",266.83,249.38,263.75,224.85
2015,1,2,3,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",198.66,201.2,201.53,194.48
2015,1,2,3,4,30325,34100,"Denver, CO","Philadelphia, PA",247.59,257.02,247.26,243.92
2015,1,2,3,4,32467,30559,"Miami, FL (Metropolitan Area)","Seattle, WA",326.48,321.58,310.21,306.27
2015,1,2,3,4,31066,31453,"Columbus, OH","Houston, TX",268.11,308.55,318.0,277.73
2015,1,2,3,4,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",185.8,175.8,165.69,180.45
2015,1,2,3,4,34057,33192,"Portland, OR","Sacramento, CA",151.67,153.12,154.74,147.95
2015,1,2,3,4,30529,34027,"Hartford, CT","West Palm Beach/Palm Beach, FL",202.41,209.13,195.97,205.3
2015,1,2,3,4,32211,31703,"Las Vegas, NV","New York City, NY (Metropolitan Area)",312.69,301.45,297.73,279.23
2015,1,2,3,4,31703,33570,"New York City, NY (Metropolitan Area)","San Diego, CA",351.39,336.62,339.02,320.18
2015,1,2,3,4,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",166.86,178.73,163.59,159.72
2015,1,2,3,4,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",179.19,177.49,155.89,173.73
2015,1,2,3,4,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",253.57,225.12,230.78,221.41
2015,1,2,3,4,32211,34100,"Las Vegas, NV","Philadelphia, PA",244.24,216.01,196.2,207.05
2015,1,2,3,4,34492,30559,"Raleigh/Durham, NC","Seattle, WA",350.95,348.29,304.45,248.76
2015,1,2,3,4,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",155.14,164.16,167.21,152.25
2015,1,2,3,4,31986,33195,"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",152.36,150.98,135.13,151.67
2015,1,2,3,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",307.18,299.65,293.12,293.37
2015,1,2,3,4,33570,30559,"San Diego, CA","Seattle, WA",151.59,163.48,162.29,162.29
2015,1,2,3,4,32211,30693,"Las Vegas, NV","Nashville, TN",263.07,262.36,266.02,255.48
2015,1,2,3,4,30397,33342,"Atlanta, GA (Metropolitan Area)","Milwaukee, WI",190.03,189.63,193.5,184.01
2015,1,2,3,4,31057,30466,"Charlotte, NC","Phoenix, AZ",368.03,340.48,323.17,306.78
2015,1,2,3,4,30977,34057,"Chicago, IL","Portland, OR",298.51,264.82,249.13,223.64
2015,1,2,3,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",191.33,190.12,175.92,183.0
2015,1,2,3,4,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",287.97,291.11,269.53,276.9
2015,1,2,3,4,33214,30852,"San Antonio, TX","Washington, DC (Metropolitan Area)",283.33,276.64,267.89,250.29
2015,1,2,3,4,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",218.03,233.43,223.3,204.92
2015,1,2,3,4,30977,31453,"Chicago, IL","Houston, TX",193.38,198.06,204.22,184.65
2015,1,2,3,4,32467,34025,"Miami, FL (Metropolitan Area)","Plattsburgh, NY",141.2,112.3,121.25,115.13
2015,1,2,3,4,34057,30852,"Portland, OR","Washington, DC (Metropolitan Area)",295.57,305.63,299.14,283.21
2015,1,2,3,4,31295,34057,"Detroit, MI","Portland, OR",317.08,297.8,284.68,296.59
2015,1,2,3,4,30140,30559,"Albuquerque, NM","Seattle, WA",168.7,191.94,198.85,187.4
2015,1,2,3,4,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",343.3,312.92,321.81,318.9
2015,1,2,3,4,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",303.33,299.78,301.74,292.87
2015,1,2,3,4,31454,30466,"Orlando, FL","Phoenix, AZ",277.31,270.26,256.83,243.74
2015,1,2,3,4,33198,34614,"Kansas City, MO","Salt Lake City, UT",256.29,265.24,276.84,259.84
2015,1,2,3,4,33198,30559,"Kansas City, MO","Seattle, WA",234.64,229.52,229.3,234.09
2015,1,2,3,4,31066,32457,"Columbus, OH","San Francisco, CA (Metropolitan Area)",311.86,303.93,288.21,281.05
2015,1,2,3,4,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",295.76,281.47,265.93,250.78
2015,1,2,3,4,30977,31454,"Chicago, IL","Orlando, FL",190.38,174.45,144.24,161.29
2015,1,2,3,4,30693,30559,"Nashville, TN","Seattle, WA",264.99,295.96,275.61,239.6
2015,1,2,3,4,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",275.35,265.52,266.2,264.28
2015,1,2,3,4,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",289.43,274.56,276.22,264.39
2015,1,2,3,4,31454,34576,"Orlando, FL","Rochester, NY",191.28,179.11,179.24,174.5
2015,1,2,3,4,34492,33570,"Raleigh/Durham, NC","San Diego, CA",314.24,316.04,307.5,295.88
2015,1,2,3,4,31834,31703,"Fayetteville, AR","New York City, NY (Metropolitan Area)",383.43,362.66,352.96,303.75
2015,1,2,3,4,33495,30466,"New Orleans, LA","Phoenix, AZ",248.84,248.7,224.11,234.27
2015,1,2,3,4,30466,30559,"Phoenix, AZ","Seattle, WA",205.64,195.84,190.17,190.7
2015,1,2,3,4,30325,31423,"Denver, CO","Des Moines, IA",198.58,192.95,209.34,189.34
2015,1,2,3,4,30721,30194,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",252.02,249.45,209.34,201.72
2015,1,2,3,4,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",200.28,202.14,193.48,206.14
2015,1,2,3,4,31295,34100,"Detroit, MI","Philadelphia, PA",377.42,385.62,382.87,334.44
2015,1,2,3,4,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",171.83,180.78,181.96,172.26
2015,1,2,3,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",312.62,312.22,296.4,286.76
2015,1,2,3,4,30693,34614,"Nashville, TN","Salt Lake City, UT",292.52,265.41,284.41,273.87
2015,1,2,3,4,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",257.16,251.8,253.62,246.31
2015,1,2,3,4,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",207.93,193.61,187.01,186.8
2015,1,2,3,4,31703,30559,"New York City, NY (Metropolitan Area)","Seattle, WA",310.75,322.51,325.43,300.75
2015,1,2,3,4,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",321.84,313.64,292.28,299.67
2015,1,2,3,4,31423,32211,"Des Moines, IA","Las Vegas, NV",160.99,154.91,143.93,151.89
2015,1,2,3,4,30325,34492,"Denver, CO","Raleigh/Durham, NC",235.58,232.37,203.14,207.56
2015,1,2,3,4,34614,31123,"Salt Lake City, UT","St. Louis, MO",263.47,256.27,265.1,266.05
